EmployeeNumber,current_skill
1875,Speaking
1875,Active Listening
1875,Critical Thinking
1875,Writing
1876,Writing
1876,Reading Comprehension
1876,Salesforce software
1876,Active Learning
1876,Speaking
1876,Critical Thinking
1876,Microsoft Office software
1878,Active Listening
1878,Critical Thinking
1878,Writing
1878,Microsoft PowerPoint
1878,Microsoft Excel
1878,Monitoring
1878,Science
1880,Microsoft Outlook
1880,Speaking
1880,Microsoft Excel
1880,Microsoft PowerPoint
1880,Microsoft Office software
1880,Active Listening
1880,Reading Comprehension
1880,Active Learning
1881,Reading Comprehension
1881,Microsoft Excel
1881,Active Listening
1881,Microsoft Office software
1881,Critical Thinking
1881,Monitoring
1881,Science
1881,Writing
1882,Active Learning
1882,Speaking
1882,Active Listening
1882,Microsoft PowerPoint
1882,Microsoft Excel
1882,Microsoft Office software
1882,Microsoft Outlook
1882,Monitoring
1883,Microsoft Office software
1883,Reading Comprehension
1883,Microsoft Excel
1883,Active Listening
1883,Critical Thinking
1883,Science
1883,Monitoring
1883,Writing
1885,Writing
1885,Microsoft Office software
1885,Reading Comprehension
1885,Active Listening
1885,Monitoring
1886,Critical Thinking
1886,Speaking
1886,Microsoft Office software
1886,Microsoft Excel
1886,Reading Comprehension
1886,Learning Strategies
1888,Microsoft Excel
1888,Active Listening
1888,Reading Comprehension
1888,Microsoft Outlook
1888,Speaking
1888,Monitoring
1888,Critical Thinking
1890,Applicant tracking software
1890,Speaking
1890,Microsoft Outlook
1890,Critical Thinking
1890,Reading Comprehension
1890,Active Learning
1892,Active Listening
1892,Microsoft Office software
1892,Reading Comprehension
1892,Monitoring
1892,Critical Thinking
1892,Active Learning
1893,Critical Thinking
1893,Microsoft Office software
1893,Writing
1893,Microsoft Excel
1893,Monitoring
1893,Active Listening
1898,Microsoft Excel
1898,Microsoft Office software
1898,Active Learning
1898,Speaking
1898,Monitoring
1898,Reading Comprehension
1898,Microsoft Outlook
1898,Active Listening
1900,Monitoring
1900,Active Learning
1900,Speaking
1900,Microsoft PowerPoint
1900,Reading Comprehension
1903,Speaking
1903,Critical Thinking
1903,Microsoft Excel
1903,Microsoft Outlook
1903,Microsoft Office software
1903,Writing
1903,Salesforce software
1905,Science
1905,Monitoring
1905,Writing
1905,Microsoft PowerPoint
1905,Microsoft Excel
1905,Active Listening
1907,Reading Comprehension
1907,Active Listening
1907,Monitoring
1907,Microsoft Outlook
1907,Microsoft Excel
1907,Science
1907,Writing
1907,Microsoft Office software
1908,Active Learning
1908,Microsoft Office software
1908,Microsoft PowerPoint
1908,Reading Comprehension
1908,Critical Thinking
1908,Speaking
1909,Microsoft Outlook
1909,Active Listening
1909,Critical Thinking
1909,Active Learning
1909,Microsoft Excel
1909,Reading Comprehension
1909,Monitoring
1911,Critical Thinking
1911,Active Listening
1911,Science
1911,Monitoring
1911,Reading Comprehension
1912,Microsoft Excel
1912,Reading Comprehension
1912,Microsoft Office software
1912,Active Learning
1912,Microsoft PowerPoint
1912,Speaking
1912,Critical Thinking
1912,Monitoring
1915,Monitoring
1915,Speaking
1915,Microsoft Office software
1915,Microsoft PowerPoint
1915,Active Listening
1915,Reading Comprehension
1915,Critical Thinking
1915,Microsoft Outlook
1915,Active Learning
1916,Science
1916,Writing
1916,Reading Comprehension
1916,Microsoft Office software
1916,Critical Thinking
1916,Microsoft Excel
1916,Microsoft Outlook
1918,Microsoft Outlook
1918,Reading Comprehension
1918,Active Listening
1918,Writing
1918,Science
1922,Microsoft Outlook
1922,Salesforce software
1922,Active Learning
1922,Speaking
1922,Critical Thinking
1922,Active Listening
1924,Active Learning
1924,Reading Comprehension
1924,Microsoft PowerPoint
1924,Speaking
1924,Critical Thinking
1924,Microsoft Outlook
1924,Active Listening
1927,Speaking
1927,Active Listening
1927,Microsoft Excel
1927,Microsoft Outlook
1927,Reading Comprehension
1927,Microsoft PowerPoint
1927,Critical Thinking
1928,Salesforce software
1928,Active Listening
1928,Microsoft Excel
1928,Reading Comprehension
1928,Active Learning
1928,Speaking
1928,Writing
1929,Critical Thinking
1929,Active Listening
1929,Active Learning
1929,Reading Comprehension
1929,Microsoft Outlook
1931,Reading Comprehension
1931,Science
1931,Active Listening
1931,Critical Thinking
1931,Microsoft Office software
1931,Writing
1931,Microsoft PowerPoint
1932,Microsoft PowerPoint
1932,Writing
1932,Monitoring
1932,Microsoft Excel
1932,Reading Comprehension
1932,Microsoft Office software
1933,Active Learning
1933,Microsoft Office software
1933,Microsoft Outlook
1933,Active Listening
1933,Speaking
1933,Critical Thinking
1934,Reading Comprehension
1934,Active Listening
1934,Monitoring
1934,Microsoft Office software
1934,Microsoft Excel
1935,Monitoring
1935,Microsoft PowerPoint
1935,Reading Comprehension
1935,Active Listening
1935,Speaking
1935,Active Learning
1935,Microsoft Outlook
1936,Critical Thinking
1936,Microsoft Outlook
1936,Microsoft Excel
1936,Microsoft PowerPoint
1936,Speaking
1936,Active Listening
1937,Microsoft Office software
1937,Monitoring
1937,Microsoft PowerPoint
1937,Writing
1937,Science
1938,Microsoft PowerPoint
1938,Critical Thinking
1938,Monitoring
1938,Microsoft Office software
1938,Speaking
1938,Reading Comprehension
1938,Microsoft Excel
1939,Reading Comprehension
1939,Microsoft Excel
1939,Microsoft Office software
1939,Writing
1939,Science
1939,Microsoft PowerPoint
1939,Active Listening
1940,Microsoft PowerPoint
1940,Monitoring
1940,Reading Comprehension
1940,Writing
1940,Microsoft Office software
1940,Critical Thinking
1941,Science
1941,Monitoring
1941,Microsoft Excel
1941,Active Listening
1941,Microsoft Office software
1941,Writing
1943,Active Listening
1943,Monitoring
1943,Active Learning
1943,Critical Thinking
1943,Reading Comprehension
1944,Microsoft Office software
1944,Speaking
1944,Applicant tracking software
1944,Active Listening
1944,Reading Comprehension
1944,Active Learning
1945,Reading Comprehension
1945,Monitoring
1945,Microsoft Outlook
1945,Active Listening
1945,Microsoft Excel
1945,Speaking
1945,Critical Thinking
1945,Microsoft PowerPoint
1945,Active Learning
1947,Reading Comprehension
1947,Microsoft Office software
1947,Writing
1947,Monitoring
1947,Microsoft Excel
1947,Critical Thinking
1948,Critical Thinking
1948,Writing
1948,Active Listening
1948,Microsoft Office software
1948,Reading Comprehension
1949,Microsoft Excel
1949,Active Listening
1949,Microsoft Outlook
1949,Microsoft Office software
1949,Science
1949,Monitoring
1949,Reading Comprehension
1950,Microsoft Excel
1950,Microsoft Office software
1950,Reading Comprehension
1950,Speaking
1950,Monitoring
1950,Critical Thinking
1950,Active Listening
1950,Active Learning
1951,Active Learning
1951,Microsoft Excel
1951,Active Listening
1951,Monitoring
1951,Reading Comprehension
1951,Microsoft Outlook
1951,Microsoft Office software
1952,Monitoring
1952,Microsoft Excel
1952,Reading Comprehension
1952,Science
1952,Active Listening
1952,Critical Thinking
1952,Microsoft Office software
1952,Microsoft Outlook
1954,Reading Comprehension
1954,Speaking
1954,Critical Thinking
1954,Salesforce software
1954,Microsoft Outlook
1954,Active Learning
1954,Writing
1954,Microsoft Excel
1954,Microsoft Office software
1955,Microsoft Excel
1955,Reading Comprehension
1955,Critical Thinking
1955,Writing
1955,Speaking
1955,Salesforce software
1956,Reading Comprehension
1956,Active Listening
1956,Microsoft Office software
1956,Writing
1956,Microsoft PowerPoint
1960,Writing
1960,Microsoft Office software
1960,Reading Comprehension
1960,Microsoft Outlook
1960,Critical Thinking
1960,Science
1960,Active Listening
1960,Monitoring
1961,Writing
1961,Active Learning
1961,Reading Comprehension
1961,Salesforce software
1961,Microsoft Excel
1961,Speaking
1961,Microsoft Office software
1962,Speaking
1962,Monitoring
1962,Microsoft Excel
1962,Microsoft Outlook
1962,Active Listening
1962,Critical Thinking
1965,Microsoft Office software
1965,Monitoring
1965,Active Learning
1965,Critical Thinking
1965,Microsoft Excel
1965,Speaking
1966,Microsoft Office software
1966,Microsoft PowerPoint
1966,Monitoring
1966,Speaking
1966,Active Listening
1966,Reading Comprehension
1966,Learning Strategies
1967,Reading Comprehension
1967,Speaking
1967,Active Listening
1967,Monitoring
1967,Microsoft PowerPoint
1967,Microsoft Excel
1967,Active Learning
1967,Microsoft Office software
1967,Critical Thinking
1968,Reading Comprehension
1968,Monitoring
1968,Active Learning
1968,Microsoft Outlook
1968,Speaking
1968,Microsoft Office software
1968,Microsoft PowerPoint
1968,Active Listening
1968,Microsoft Excel
1969,Active Listening
1969,Science
1969,Critical Thinking
1969,Microsoft Office software
1969,Monitoring
1969,Microsoft Excel
1970,Critical Thinking
1970,Speaking
1970,Active Listening
1970,Active Learning
1970,Microsoft Office software
1970,Writing
1970,Microsoft Excel
1971,Critical Thinking
1971,Salesforce software
1971,Reading Comprehension
1971,Microsoft Excel
1971,Active Learning
1971,Active Listening
1971,Microsoft Outlook
1972,Speaking
1972,Writing
1972,Active Learning
1972,Microsoft Excel
1972,Microsoft Office software
1972,Reading Comprehension
1972,Critical Thinking
1972,Applicant tracking software
1973,Microsoft PowerPoint
1973,Active Listening
1973,Microsoft Office software
1973,Critical Thinking
1973,Reading Comprehension
1973,Monitoring
1974,Microsoft Excel
1974,Writing
1974,Microsoft Office software
1974,Active Listening
1974,Science
1974,Monitoring
1974,Critical Thinking
1975,Reading Comprehension
1975,Critical Thinking
1975,Active Listening
1975,Microsoft Outlook
1975,Speaking
1975,Monitoring
1975,Active Learning
1975,Microsoft Office software
1976,Microsoft PowerPoint
1976,Writing
1976,Microsoft Excel
1976,Science
1976,Critical Thinking
1976,Active Listening
1976,Monitoring
1979,Microsoft PowerPoint
1979,Microsoft Office software
1979,Science
1979,Monitoring
1979,Active Listening
1980,Reading Comprehension
1980,Speaking
1980,Microsoft Outlook
1980,Microsoft PowerPoint
1980,Critical Thinking
1980,Monitoring
1981,Salesforce software
1981,Microsoft Outlook
1981,Active Listening
1981,Critical Thinking
1981,Reading Comprehension
1981,Speaking
1982,Writing
1982,Reading Comprehension
1982,Microsoft Outlook
1982,Microsoft Excel
1982,Active Listening
1982,Microsoft Office software
1982,Science
1985,Monitoring
1985,Microsoft Outlook
1985,Active Listening
1985,Reading Comprehension
1985,Science
1986,Active Listening
1986,Microsoft Excel
1986,Monitoring
1986,Critical Thinking
1986,Microsoft Office software
1986,Speaking
1987,Active Learning
1987,Active Listening
1987,Critical Thinking
1987,Microsoft Outlook
1987,Microsoft Excel
1987,Applicant tracking software
1989,Microsoft Excel
1989,Active Listening
1989,Microsoft Outlook
1989,Science
1989,Microsoft Office software
1992,Microsoft Outlook
1992,Monitoring
1992,Microsoft Office software
1992,Science
1992,Microsoft Excel
1993,Active Learning
1993,Microsoft Excel
1993,Reading Comprehension
1993,Speaking
1993,Active Listening
1993,Salesforce software
1993,Microsoft Office software
1993,Microsoft Outlook
1994,Microsoft Outlook
1994,Critical Thinking
1994,Reading Comprehension
1994,Writing
1994,Microsoft Office software
1994,Monitoring
1994,Science
1995,Microsoft PowerPoint
1995,Microsoft Outlook
1995,Active Listening
1995,Speaking
1995,Monitoring
1995,Reading Comprehension
1995,Microsoft Office software
1996,Critical Thinking
1996,Writing
1996,Microsoft Excel
1996,Salesforce software
1996,Reading Comprehension
1996,Active Learning
1996,Speaking
1997,Speaking
1997,Critical Thinking
1997,Learning Strategies
1997,Reading Comprehension
1997,Microsoft PowerPoint
1997,Monitoring
1997,Microsoft Outlook
1997,Active Listening
1998,Active Listening
1998,Writing
1998,Microsoft Excel
1998,Microsoft Office software
1998,Reading Comprehension
1998,Science
1999,Microsoft Office software
1999,Microsoft Excel
1999,Critical Thinking
1999,Monitoring
1999,Reading Comprehension
1999,Writing
1999,Active Listening
2000,Science
2000,Microsoft Office software
2000,Monitoring
2000,Microsoft PowerPoint
2000,Active Listening
2000,Writing
2000,Critical Thinking
2003,Microsoft Outlook
2003,Writing
2003,Monitoring
2003,Microsoft Excel
2003,Microsoft Office software
2003,Active Listening
2007,Microsoft Office software
2007,Science
2007,Microsoft Excel
2007,Active Listening
2007,Writing
2007,Reading Comprehension
2007,Monitoring
2008,Microsoft Office software
2008,Reading Comprehension
2008,Microsoft PowerPoint
2008,Active Listening
2008,Monitoring
2008,Science
2008,Microsoft Excel
2008,Critical Thinking
2009,Critical Thinking
2009,Speaking
2009,Microsoft Office software
2009,Writing
2009,Active Learning
2009,Active Listening
2010,Reading Comprehension
2010,Monitoring
2010,Microsoft Excel
2010,Microsoft Outlook
2010,Writing
2012,Reading Comprehension
2012,Microsoft Office software
2012,Microsoft Excel
2012,Active Listening
2012,Science
2013,Microsoft Office software
2013,Active Listening
2013,Microsoft Excel
2013,Writing
2013,Critical Thinking
2014,Microsoft Excel
2014,Writing
2014,Critical Thinking
2014,Reading Comprehension
2014,Monitoring
2014,Active Listening
2014,Microsoft PowerPoint
2014,Microsoft Office software
2015,Monitoring
2015,Microsoft PowerPoint
2015,Microsoft Excel
2015,Microsoft Office software
2015,Reading Comprehension
2015,Writing
2016,Microsoft Excel
2016,Active Learning
2016,Critical Thinking
2016,Active Listening
2016,Monitoring
2016,Reading Comprehension
2016,Microsoft Outlook
2016,Microsoft Office software
2016,Microsoft PowerPoint
2017,Reading Comprehension
2017,Microsoft PowerPoint
2017,Microsoft Office software
2017,Monitoring
2017,Critical Thinking
2017,Science
2017,Microsoft Excel
2017,Writing
2018,Microsoft Outlook
2018,Active Listening
2018,Active Learning
2018,Reading Comprehension
2018,Microsoft PowerPoint
2018,Microsoft Excel
2018,Speaking
2019,Reading Comprehension
2019,Microsoft Office software
2019,Active Listening
2019,Writing
2019,Salesforce software
2020,Active Listening
2020,Microsoft Excel
2020,Microsoft PowerPoint
2020,Reading Comprehension
2020,Monitoring
2020,Writing
2021,Critical Thinking
2021,Reading Comprehension
2021,Salesforce software
2021,Writing
2021,Active Listening
2021,Active Learning
2021,Microsoft Excel
2022,Critical Thinking
2022,Active Listening
2022,Speaking
2022,Microsoft PowerPoint
2022,Monitoring
2023,Microsoft Office software
2023,Speaking
2023,Active Learning
2023,Active Listening
2023,Reading Comprehension
2024,Active Listening
2024,Monitoring
2024,Active Learning
2024,Microsoft Excel
2024,Microsoft Outlook
2024,Microsoft Office software
2024,Microsoft PowerPoint
2024,Speaking
2025,Microsoft PowerPoint
2025,Monitoring
2025,Microsoft Excel
2025,Microsoft Outlook
2025,Learning Strategies
2025,Microsoft Office software
2025,Reading Comprehension
2025,Active Listening
2025,Critical Thinking
2026,Speaking
2026,Microsoft Outlook
2026,Reading Comprehension
2026,Salesforce software
2026,Active Learning
2026,Microsoft Office software
2027,Science
2027,Monitoring
2027,Active Listening
2027,Microsoft Office software
2027,Reading Comprehension
2031,Active Listening
2031,Reading Comprehension
2031,Active Learning
2031,Speaking
2031,Critical Thinking
2031,Microsoft Excel
2032,Reading Comprehension
2032,Active Listening
2032,Writing
2032,Critical Thinking
2032,Microsoft Outlook
2032,Monitoring
2034,Microsoft Office software
2034,Microsoft Outlook
2034,Reading Comprehension
2034,Learning Strategies
2034,Critical Thinking
2035,Microsoft Outlook
2035,Active Listening
2035,Reading Comprehension
2035,Active Learning
2035,Speaking
2035,Microsoft Office software
2036,Reading Comprehension
2036,Speaking
2036,Microsoft PowerPoint
2036,Monitoring
2036,Critical Thinking
2036,Microsoft Excel
2036,Active Listening
2036,Microsoft Office software
